label,jsonl_data
TiO2 content,"{'data': 'Titanium dioxide | 13463 - 67 - 7 | 89 - 92 <header> <Component> | <CAS #> | <Weight % ( approx. ) > </header>', 'label': [[36, 38, 'min'], [41, 43, 'max']]}"
TiO2 content,"{'data': 'TiO 2 content ( m/m ) | 93.0 % | 93.0 %', 'label': [[16, 19, 'measuring_condition'], [29, 30, 'unit'], [38, 39, 'unit'], [24, 28, 'unclear_value'], [33, 37, 'unclear_value']]}"
TiO2 content,"{'data': 'TiO₂ Content | ≥ 96 % <header> <TYPICAL PROPERTIES> <TiO₂ Content> <Surface Treatment> | <TYPICAL PROPERTIES> <≥ 96 % > <Alumina, zirconium, organic> </header>', 'label': [[17, 19, 'min'], [20, 21, 'unit']]}"
TiO2 content,"{'data': 'TiO 2 content % . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 93', 'label': [[14, 15, 'unit'], [138, 140, 'mean']]}"
TiO2 content,"{'data': 'TiO 2 content ( wt % ) min. | 90.0 | 94.5 <header> <Items> | <Specification> | <Typical Analysis> </header>', 'label': [[19, 20, 'unit'], [30, 34, 'min'], [16, 18, 'measuring_condition']]}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'PROPERTIES | UNITS | GLOWTOX 50 PLUS <header> <PROPERTIES> | <UNITS> | <GLOWTOX 50 PLUS> </header>', 'label': []}"
header,"{'data': 'PARAMETER | VALUE | TEST METHOD <header> <PARAMETER> | <VALUE> | <TEST METHOD> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'PARAMETER | VALUE | TEST METHOD <header> <PARAMETER> | <VALUE> | <TEST METHOD> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'Product Quality Index Features | Product Quality Index Features | Product Quality Index Features <header> <Product Quality Index Features> <Items> | <Product Quality Index Features> <Units> | <Product Quality Index Features> <Index> </header>', 'label': []}"
header,"{'data': 'Item | Typical Value <header> <Item> | <Typical Value> </header>', 'label': []}"
header,"{'data': 'Product Quality Index Features | Product Quality Index Features | Product Quality Index Features <header> <Product Quality Index Features> <Items> | <Product Quality Index Features> <Units> | <Product Quality Index Features> <Index> </header>', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <TiO 2 content> | <TYPICAL PROPERTIES> <≥ 94.0 % > </header>', 'label': []}"
header,"{'data': 'NO | Attribute ( with unit ) | Specification Limits | Test method <header> <NO> | <Attribute ( with unit ) > <测试项目> | <Specification Limits> <规格> | <Test method> <测试方法> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'PRODUCT DESCRIPTION: | PRODUCT DESCRIPTION: |', 'label': []}"
header,"{'data': 'Parameter | Value | Test method <header> <Parameter> | <Value> | <Test method> </header>', 'label': []}"
header,"{'data': 'Parameter | Value | Test method <header> <Parameter> | <Value> | <Test method> </header>', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <TiO₂ Content> <Surface Treatment> | <TYPICAL PROPERTIES> <≥ 96 % > <Alumina, zirconium, organic> </header>', 'label': []}"
header,"{'data': 'No. | Determined parameter | Test Method | Unit | Requirements <header> <No.> | <Determined parameter> | <Test Method> | <Unit> | <Requirements> </header>', 'label': []}"
header,"{'data': 'Typical Properties 1 | Typical Properties 1 | Typical Properties 1', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <TiO₂ Content> <Surface Treatment> | <TYPICAL PROPERTIES> <≥ 96 % > <Alumina, zirconium, organic> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'Characteristic | Requirements <header> <Characteristic> | <Requirements> </header>', 'label': []}"
header,"{'data': 'Items | Unit | Index <header> <Items> | <Unit> | <Index> </header>', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <TiO 2 content> | <TYPICAL PROPERTIES> <≥ 94.0 % > </header>', 'label': []}"
header,"{'data': 'Indices and measuring units | Norm | Test method <header> <Indices and measuring units> | <Norm> | <Test method> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'Characteristics | Specification | Typical Value <header> <Characteristics> | <Specification> | <Typical Value> </header>', 'label': []}"
header,"{'data': 'Product Quality Index Features | Product Quality Index Features | Product Quality Index Features <header> <Product Quality Index Features> <Items> | <Product Quality Index Features> <Units> | <Product Quality Index Features> <Index> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'Item | Typical Value <header> <Item> | <Typical Value> </header>', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Test Method <header> <Typical Properties> | <Typical Properties> | <Test Method> </header>', 'label': []}"
header,"{'data': 'No. | Determined parameter | Test Method | Unit | Requirements <header> <No.> | <Determined parameter> | <Test Method> | <Unit> | <Requirements> </header>', 'label': []}"
header,"{'data': 'Parameter | Value | Test method <header> <Parameter> | <Value> | <Test method> </header>', 'label': []}"
header,"{'data': 'Indices and measuring units | Norm | Test method <header> <Indices and measuring units> | <Norm> | <Test method> </header>', 'label': []}"
header,"{'data': 'No. | Determined parameter | Test Method | Unit | Requirements <header> <No.> | <Determined parameter> | <Test Method> | <Unit> | <Requirements> </header>', 'label': []}"
header,"{'data': 'Component | CAS # | Weight % ( approx. ) | Weight % ( approx. ) <header> <Component> | <CAS #> | <Weight % ( approx. ) > | <Weight % ( approx. ) > </header>', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <TiO₂ Content> <Surface Treatment> | <TYPICAL PROPERTIES> <≥ 96 % > <Alumina, zirconium, organic> </header>', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <PARAMETER> | <TYPICAL PROPERTIES> <VALUE> | <TYPICAL PROPERTIES> <TEST METHOD> </header>', 'label': []}"
header,"{'data': 'Product Quality Index Features | Product Quality Index Features | Product Quality Index Features <header> <Product Quality Index Features> <Items> | <Product Quality Index Features> <Units> | <Product Quality Index Features> <Index> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'Property | Unit | Method | Standard based on | Specification <header> <Property> | <Unit> | <Method> | <Standard based on> | <Specification> </header>', 'label': []}"
header,"{'data': 'Characteristics | Specification | Typical Value <header> <Characteristics> | <Specification> | <Typical Value> </header>', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'ITEM | ITEM | Specification | Test Method <header> <ITEM> | <ITEM> | <Specification> | <Test Method> </header>', 'label': []}"
header,"{'data': 'ITEM | ITEM | Specification | Test Method <header> <ITEM> | <ITEM> | <Specification> | <Test Method> </header>', 'label': []}"
header,"{'data': 'PHYSICAL AND CHEMICAL PROPERTIES 1 : | PHYSICAL AND CHEMICAL PROPERTIES 1 : | PHYSICAL AND CHEMICAL PROPERTIES 1 : <header> <Storage> | <and water based paints and varnishes. In order to increase light and weather resistance the Pigment is surface treated with zirconium and aluminum hydroxides, and suitable organic surface modifier to improve dispersibility in various dispersion systems. Crimea TiOx - 280 based coatings show long - lasting gloss retention and reduced chalking.> | <and water based paints and varnishes. In order to increase light and weather resistance the Pigment is surface treated with zirconium and aluminum hydroxides, and suitable organic surface modifier to improve dispersibility in various dispersion systems. Crimea TiOx - 280 based coatings show long - lasting gloss retention and reduced chalking.> </header>', 'label': []}"
header,"{'data': 'No. | Determined parameter | Test Method | Unit | Requirements <header> <No.> | <Determined parameter> | <Test Method> | <Unit> | <Requirements> </header>', 'label': []}"
header,"{'data': 'Characteristic | Requirements <header> <Characteristic> | <Requirements> </header>', 'label': []}"
header,"{'data': 'PARAMETER | VALUE | TEST METHOD <header> <PARAMETER> | <VALUE> | <TEST METHOD> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'PROPERTIES | UNITS | GLOWTOX 50 PLUS <header> <PROPERTIES> | <UNITS> | <GLOWTOX 50 PLUS> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'PARAMETER | VALUE | TEST METHOD <header> <PARAMETER> | <VALUE> | <TEST METHOD> </header>', 'label': []}"
header,"{'data': 'Component | CAS # | Weight % ( approx. ) | Weight % ( approx. ) <header> <Component> | <CAS #> | <Weight % ( approx. ) > | <Weight % ( approx. ) > </header>', 'label': []}"
header,"{'data': 'Characteristics | Specification | Typical Value <header> <Characteristics> | <Specification> | <Typical Value> </header>', 'label': []}"
header,"{'data': 'No. | Determined parameter | Test Method | Unit | Requirements <header> <No.> | <Determined parameter> | <Test Method> | <Unit> | <Requirements> </header>', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <PARAMETER> | <TYPICAL PROPERTIES> <VALUE> | <TYPICAL PROPERTIES> <TEST METHOD> </header>', 'label': []}"
header,"{'data': 'Characteristic | Requirements <header> <Characteristic> | <Requirements> </header>', 'label': []}"
header,"{'data': 'NO | Attribute ( with unit ) | Specification Limits | Test method <header> <NO> | <Attribute ( with unit ) > <测试项目> | <Specification Limits> <规格> | <Test method> <测试方法> </header>', 'label': []}"
header,"{'data': 'Parameter | Value | Test method <header> <Parameter> | <Value> | <Test method> </header>', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Test Method <header> <Typical Properties> | <Typical Properties> | <Test Method> </header>', 'label': []}"
header,"{'data': 'PHYSICAL AND CHEMICAL PROPERTIES: | PHYSICAL AND CHEMICAL PROPERTIES: | PHYSICAL AND CHEMICAL PROPERTIES: | PHYSICAL AND CHEMICAL PROPERTIES: <header> <PHYSICAL AND CHEMICAL PROPERTIES:> <Characteristics> | <PHYSICAL AND CHEMICAL PROPERTIES:> <> | <PHYSICAL AND CHEMICAL PROPERTIES:> <Company standard> | <PHYSICAL AND CHEMICAL PROPERTIES:> <Actual indicators> </header>', 'label': []}"
header,"{'data': 'Items | Items | Items | Specification | Typical Analysis <header> <Items> | <Items> | <Items> | <Specification> | <Typical Analysis> </header>', 'label': []}"
header,"{'data': 'PROPERTIES | UNITS | GLOWTOX 50 PLUS <header> <PROPERTIES> | <UNITS> | <GLOWTOX 50 PLUS> </header>', 'label': []}"
header,"{'data': 'PARAMETER | VALUE | TEST METHOD <header> <PARAMETER> | <VALUE> | <TEST METHOD> </header>', 'label': []}"
header,"{'data': 'Typical Properties | Typical Properties | Typical Properties', 'label': []}"
header,"{'data': 'Item | Typical Value <header> <Item> | <Typical Value> </header>', 'label': []}"
header,"{'data': 'TYPICAL PROPERTIES | TYPICAL PROPERTIES <header> <TYPICAL PROPERTIES> <TiO₂ Content> <Surface Treatment> | <TYPICAL PROPERTIES> <≥ 96 % > <Alumina, zirconium, organic> </header>', 'label': []}"
header,"{'data': 'Characteristic | Requirements <header> <Characteristic> | <Requirements> </header>', 'label': []}"
header,"{'data': 'PHYSICAL AND CHEMICAL PROPERTIES: | PHYSICAL AND CHEMICAL PROPERTIES:', 'label': []}"
header,"{'data': 'PROPERTIES | UNITS | GLOWTOX 50 PLUS <header> <PROPERTIES> | <UNITS> | <GLOWTOX 50 PLUS> </header>', 'label': []}"
header,"{'data': 'Indices and measuring units | Norm | Test method <header> <Indices and measuring units> | <Norm> | <Test method> </header>', 'label': []}"
header,"{'data': 'PROPERTY | ANALYSIS', 'label': []}"
header,"{'data': 'Product Quality Index Features | Product Quality Index Features | Product Quality Index Features <header> <Product Quality Index Features> <Items> | <Product Quality Index Features> <Units> | <Product Quality Index Features> <Index> </header>', 'label': []}"
header,"{'data': 'Items | Units | Index <header> <Product Quality Index Features> <Items> | <Product Quality Index Features> <Units> | <Product Quality Index Features> <Index> </header>', 'label': []}"
