text,label,jsonl_data
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
Oil absorption (g/100g) | ≤ 18.0,Oil Absorption,
Oil Absorption (g/100g) | 29 - 38,Oil Absorption,
Oil Absorption（g/100g） | 22 | 18 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption :unselected: | 18 g/100 g,Oil Absorption,
• | Oil absorption: | 20g/100g,Oil Absorption,
Oil absorption(3) | 17 cm3 /100g pigment,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 18 g/100 g pigment,Oil Absorption,
"吸油量 | Oil absorption ,g/100g | 16-20 ",Oil Absorption,
Oil absorption (3) | 18 cm3 /100 g pigment,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
"Oil absorption, (g/100g pigment) | 20, max",Oil Absorption,
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
Oil absorption (3) | 18 cm3 /100 g pigment,Oil Absorption,
Oil absorption [g/100 g pigment] | 21,Oil Absorption,
Oil absorption | 16g/100g | ISO 787-5 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 24 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 19 g/100 g pigment,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
"Oil absorption, g/100g of pigment |  | 16 – 19 | ISO 787-5 ",Oil Absorption,
Properties: | • Oil absorption: | 19g/100g ,Oil Absorption,
"Oil absorption, g/100 g of pigment, max. | 25 | GOST 21119.8; ISO 787-5 ",Oil Absorption,
Oil Absorption (g. Oil / 100 g.) | 23 ,Oil Absorption,
Oil Absorption | 35.9 ,Oil Absorption,
Oil Absorption Oil Absorption(g/100g) (g/100g) (g/100g) | 16~20 ,Oil Absorption,
"Oil absorption, g/100g | ≤ 18 ",Oil Absorption,
Oil absorption: | 19g/100g,Oil Absorption,
Oil absorption(3) [cm3 /g pigment] | 17/100,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Oil Absorption | gm/100gm | 27 ± 3 ,Oil Absorption,
Oil Absorption | （g/100g） ≤ | （g/100g） ≤ | 18 ,Oil Absorption,
Oil absorption | Oil absorption | Oil absorption | Oil absorption | ≤18 ,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
Oil absorption(3) [cm3 /g pigment] | 17/100,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
"Oil absorption, g/100g of pigment |  | 16 – 19 | ISO 787-5 ",Oil Absorption,
Oil absorption (3) | 16 cm3 /100g pigment,Oil Absorption,
Oil Absorption (g. Oil/100g) | 24 ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
Oil absorption: | 19g/100g,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment ,Oil Absorption,
Oil absorption (3) | 16 cm3 /100g pigment,Oil Absorption,
"Oil absorption, g/100g of pigment |  | 16 – 19 | ISO 787-5 ",Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
• | Oil absorption: | 20g/100g,Oil Absorption,
Oil absorption: | 21g/100g,Oil Absorption,
"Oil absorption, g/100g | ≤ 18 ",Oil Absorption,
"Oil absorption, g/100 g of pigment, max. | 25 | GOST 21119.8; ISO 787-5 ",Oil Absorption,
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
OIL ABSORPTION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 19 | OIL ABSORPTION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 19 | OIL ABSORPTION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 19 | OIL ABSORPTION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 19 | OIL ABSORPTION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 19 | OIL ABSORPTION . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 19 ,Oil Absorption,
Oil absorption | 23,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
Oil absorption: | 19g/100g,Oil Absorption,
Oil Absorption（g/100g） | 22 | 18 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
"Oil absorption, (g/100g pigment) :unselected: | 20, max ",Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
"Oil absorption, g/100g | ≤ 18 ",Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment ,Oil Absorption,
• Oil absorption: | 19g/100g,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption | 18g/100g | ISO 787-5 ,Oil Absorption,
Oil absorption . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 18,Oil Absorption,
Oil absorption | . . . 19,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
• | Oil absorption: | 20g/100g,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 18 g/100 g pigment ,Oil Absorption,
"Oil absorption, g/100 g of pigment, max. | 25 | GOST 21119.8; ISO 787-5 ",Oil Absorption,
Oil Absorption | 15.2 ,Oil Absorption,
Properties: | • Oil absorption: | 19g/100g ,Oil Absorption,
Oil absorption (3) | 16 cm3 /100g pigment,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil Absorption | 19,Oil Absorption,
Oil absorption: | 21g/100g,Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption . . | Oil Absorption . . | Oil Absorption . . | .. . . 19,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
Oil Absorption，g/100g | 17.5,Oil Absorption,
OIL ABSORPTION PHR | 27.19 | 27.19 | 27.19 ,Oil Absorption,
Oil Absorption (g. Oil / 100 g.) | 23 ,Oil Absorption,
Oil Absorption，g/100g | 16.5 | 16.5 | 16.5,Oil Absorption,
Oil Absorption（ISO 787-5） | 19g/100g ,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
Oil absorption | 19g/100g | ISO 787-5 ,Oil Absorption,
Oil Absorption (ISO 787-5) | ≤21g/100g,Oil Absorption,
 | • Oil absorption: | • Oil absorption: | 21g/100g,Oil Absorption,
• | Oil absorption: 19g/100g,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment,Oil Absorption,
Oil Absorption (g/100g) | Oil Absorption (g/100g) | 40 - 50 | 35 - 45 | 30 - 40 ,Oil Absorption,
Properties: | • Oil absorption: | 17 g/100g,Oil Absorption,
"Oil absorption, g/100 g pigment | 22",Oil Absorption,
Oil Absorption，g/100g | 17.5,Oil Absorption,
Oil Absorption（ISO 787-5） | 19g/100g ,Oil Absorption,
Oil Absorption，g/100g | 17.5 | 17.5 |,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 18 g/100 g pigment ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
Oil absorption | 23,Oil Absorption,
Oil absorption | 18g/100g | ISO 787-5 ,Oil Absorption,
Oil Absorption (g/100g) | ≤ 19.0,Oil Absorption,
Oil absorption(3) | 16 cm3/100g pigment | 16 cm3/100g pigment ,Oil Absorption,
"Oil absorption, g/100g of pigment |  | 16 – 19 | ISO 787-5 ",Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 14 – 17 g/100 g ",Oil Absorption,
"Oil absorption value g/100g , max. | Oil absorption value g/100g , max. | Oil absorption value g/100g , max. | 23 | 20 ",Oil Absorption,
Oil absorption (2) (g/100 g pigment) | ................................................................................................................................ 18,Oil Absorption,
Oil absorption（g/100g） | 50～70 ,Oil Absorption,
Oil absorption: | 19g/100g,Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 14 – 17 g/100 g ",Oil Absorption,
• Oil absorption: | 21g/100g,Oil Absorption,
Properties: | • Oil absorption: | 17 g/100g,Oil Absorption,
Oil absorption: | 19g/100g,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | Oil absorption (ISO 787, Part 5) | 16 – 20 g/100 g ",Oil Absorption,
"Oil absorption, g/100g | ≤ 18 ",Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 18 - 22 g/100 g",Oil Absorption,
Oil absorption (2) (g/100 g pigment) | 18,Oil Absorption,
Oil absorption: | 35g/100g,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
Oil absorption | ≤ 18.0g/100g ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption | Oil absorption | Oil absorption | Oil absorption | ≤18 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment ,Oil Absorption,
"9 | Oil absorption | EN ISO 787-5 | g/100g of pig. | 19,0 ÷ 23,0 ",Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 14 – 17 g/100 g ",Oil Absorption,
Oil Absorption ( ISO 787-5) | 19g/100g ,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Oil absorption (g/100g) | 18.0,Oil Absorption,
• Oil absorption: | 19g/100g,Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
Oil Absorption (g/100g) max | 22,Oil Absorption,
Oil Absorption，g/100g | ≤19.5 ,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
Oil Absorption | 15.2 ,Oil Absorption,
Oil absorption (3) | 18 cm3 /100 g pigment,Oil Absorption,
Oil absorption | ≤20,Oil Absorption,
"9 | Oil absorption | EN ISO 787-5 | [g/100g of pig.] | 19,0 ÷ 23,0 ",Oil Absorption,
Oil absorption [g/100 g pigment] | 21,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
• | Oil absorption: | 18g/100g,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 18 g/100 g pigment ,Oil Absorption,
Oil Absorption | （g/100g） ≤ | （g/100g） ≤ | 18 ,Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil Absorption | 35.9 ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Liczba olejowa % ASTM D 281-31 | 40 - 70 | Oil absorption % ASTM D 281-31 ,Oil Absorption,
"Oil absorption, g/100 g of pigment, max. | 25 | GOST 21119.8; ISO 787-5 ",Oil Absorption,
Product Characteristics | Oil absorption，g/100g ≤20,Oil Absorption,
Oil Absorption (g. Oil/100g) | 24 ,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17 g/100 g pigment,Oil Absorption,
Oil Absorption（ISO 787-5） | 19g/100g ,Oil Absorption,
Oil absorption(3) | 17 cm3/100g pigment ,Oil Absorption,
• | Oil absorption: | 18g/100g,Oil Absorption,
Oil Absorption ( ISO 787-5) | 19g/100g ,Oil Absorption,
Properties: | • Oil absorption: 35g/100g | 2nd Floor,Oil Absorption,
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil absorption | g/100g | 20 V/ ,Oil Absorption,
"Oil absorption, g/100g | ≤ 18 ",Oil Absorption,
Oil absorption(3) | 17 cm3/100g pigment ,Oil Absorption,
Oil absorption: | 19g/100g,Oil Absorption,
• | Oil absorption: | 18g/100g,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 16-21 g/100 g",Oil Absorption,
Oil Absorption | （g/100g） | ≤ | 15-18 | 15-18,Oil Absorption,
Oil absorption(3) | 18 cm3/100g pigment ,Oil Absorption,
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil Absorption，g/100g | 17.5 | 17.5 |,Oil Absorption,
• Oil absorption: | 20g/100g,Oil Absorption,
 | Oil Absorption | Oil Absorption | （g/100g） |  | 19—24,Oil Absorption,
Oil absorption: | 19g/100g,Oil Absorption,
 | • Oil absorption: | • Oil absorption: | 21g/100g,Oil Absorption,
 | Oil Absorption | Oil Absorption | （g/100g） |  | 19—24,Oil Absorption,
Properties: | • Oil absorption: | 19 g/100g,Oil Absorption,
Oil absorption [g/100 g pigment] | 22,Oil Absorption,
Oil absorption (DIN EN ISO 787-5)* | 17.5 g/100 g pigment,Oil Absorption,
Oil Absorption (g/100g) | ≤21.0 | ≤21.0,Oil Absorption,
"Product Characteristics | Oil absorption (ISO 787, Part 5) 14 – 17 g/100 g ",Oil Absorption,
Oil Absorption | （g/100g） ≤ | （g/100g） ≤ | 18 ,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
"Properties Product Characteristics | Properties Product Characteristics | Oil absorption (ISO 787, Part 5) 17 – 21 g/100 g",Oil Absorption,
"Properties Product Characteristics | Properties Product Characteristics | Oil absorption (ISO 787, Part 5) 17 – 21 g/100 g",Oil Absorption,
Oil Absorption: | 18-23,Oil Absorption,
 | • Oil absorption: | • Oil absorption: | 21g/100g,Oil Absorption,
• | Oil absorption: | 21g/100g,Oil Absorption,
"µm Oil absorption, g/100g | 23",Oil Absorption,
Oil Absorption (g. Oil/100g) | 24 ,Oil Absorption,
Oil Absorption | gm/100gm | 27 ± 3 ,Oil Absorption,
Oil Absorption | 20g/100g,Oil Absorption,
"Oil absorption (ISO 787, Part 5) | 15 – 20 g/100 g",Oil Absorption,
Oil Absorption | 20g/100g,Oil Absorption,
Oil Absorption，g/100g | 17.5,Oil Absorption,
Oil absorption(3) | 17 cm3/100g pigment ,Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption | 18.7 ,Oil Absorption,
Oil Absorption | 16.2 ,Oil Absorption,
Oil Absorption (g/100g) | ≤ 19.0 | ≤ 19.0,Oil Absorption,
"9 | Oil absorption | EN ISO 787-5 | g/100g of pig. | 19,0 ÷ 23,0 ",Oil Absorption,
Oil Absorption (g. Oil/100g) | 23 ,Oil Absorption,
Oil Absorption (g/100g) | 18 | 17 ,Oil Absorption,
Oil Absorption (g/100g) | 19.0,Oil Absorption,
"Oil absorption | 24 |  | 19,5 ",Oil Absorption,
Oil Absorption (g. Oil/100g) | 24 ,Oil Absorption,
Oil absorption . . . . . . . . . . . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 18,Oil Absorption,
"Oil absorption, g/100g of pigment |  | 16 – 19 | ISO 787-5 ",Oil Absorption,
Oil Absorption (g/100g) | ≤ 19.0,Oil Absorption,
Oil absorption (g/100g) | ≤ 18.0,Oil Absorption,
Average Particle Size (um) | 0.23 | SEM ** ,Particle size,
• | Particle size*,Particle size,
"Median Particle Diameter, (µm) | 0.7 ",Particle size,
"Median Particle Size, µm | 0.41 ",Particle size,
Average Particle Size (㎛) | 0.30 ± 0.05 ,Particle size,
Particle Size（µm） | 0.28 | 0.28 ,Particle size,
Particle Size ( um) | 0.28 | 0.25 ,Particle size,
Average particle size2 | (µm) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0.21,Particle size,
Average Particle Size (㎛) | 0.30 ± 0.05 ,Particle size,
Particle Size (nm) | Particle Size (nm) | 15 | 30 | 50 ,Particle size,
"distribution (d50), µm | 0.20 | Sedimentation ",Particle size,
Particle Size: | 0.3μ m,Particle size,
Median Particle Size | µ | 1.0 ± 0.2 ,Particle size,
"Median Particle Size, um | 0.36 ",Particle size,
"Average particle size2, (um). | .. 0.23",Particle size,
"Median Particle Size*, µm | 0.405 ",Particle size,
"Average particle size2 , (µm) . . . . . . . . . . . . . . . . . . . | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0.20",Particle size,
"Median Particle Size, um | 0.36 ",Particle size,
"Median Particle Diameter (Sedigraph), Micron | 0.75",Particle size,
"Median Particle Size *, um | 0.405 ",Particle size,
"particle size average | 0.26-0.30 |  | 0,26 ",Particle size,
"Median Particle Diameter, (µm) | 1.0 ",Particle size,
"Median Particle Size, um | 0.41 | 0.405 | 0.36 | 0.50 | 0.55 | 0.39 ",Particle size,
"Median Particle Size, µm | 0.41 | 0.405 | 0.36 | 0.50 | 0.55 | 0.39 ",Particle size,
"Median Particle Diameter, (µm) | 0.7 ",Particle size,
"Median Particle Size, µm | 0.405 ",Particle size,
"Median Particle Size, µm | 0.405 ",Particle size,
Average particle size2 | (µm) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0.21,Particle size,
"Median Particle Size, µm | 0.41 ",Particle size,
Średnia wielkość ziarna µm | 50 - 70 | Medium Particle Size µm ,Particle size,
Particle size* Disc Centrifuge – mean diameter (Dn): | 0.23 µm,Particle size,
Average Particle Size (μm) | 0.23 | SEM** ,Particle size,
"Average particle size2, (um). Specification ASTM D-476-84 . .. ISO 591-85. | 0.23 . .",Particle size,
"Median Particle Size, μm | 0.28 | 0.28 | 0.28",Particle size,
"Average particle size2, (um). Specification ASTM D-476-84 . .. ISO 591-85. | 0.23 . .",Particle size,
"Average particle size2, (um). | .. 0.23",Particle size,
Average Particle Size (um) | 0.23 | SEM ** ,Particle size,
Average Particle Size(μm) | 0.23,Particle size,
"Median Particle Diameter, (µm) | 0.7 ",Particle size,
"Median Particle Size*, µm | 0.405 ",Particle size,
"Median Particle Size, µm | 0.41 ",Particle size,
"Median Particle Size, µm | 0.41 | 0.405 | 0.36 | 0.50 | 0.55 | 0.39 ",Particle size,
Rozkład wielkości ziarna % < 40 µm < 50 µm > 150 µm | max. 45 max. 5 | Particle size distribution % < 40 µm < 50 µm > 150 µm ,Particle size,
Average Particle Size (㎛) | 0.30 ± 0.05 ,Particle size,
"Median Particle Size, um | 0.50 ",Particle size,
"Average particle size2, (um). . . |  |  | 0.23",Particle size,
Particle Size (nm) | Particle Size (nm) | 15 | 30 | 50 ,Particle size,
"Median Particle Size, µm | 0.50 ",Particle size,
Partikelverteilung % < 28 µm | 70 - 85 10 - 20 max. 2 | 70 - 85 10 - 20 max. 2 | 70 - 85 10 - 20 max. 2 | Particle size distribution % < 28 µm ,Particle size,
"Median Particle Size, µm | 0.50 ",Particle size,
"Median Particle Size, µm | 0.55 ",Particle size,
"Median Particle Size, µm | 0.405 ",Particle size,
"Average Particle Size | µm | 1,0 ± 0,1 ",Particle size,
