label,jsonl_data
Flash point,"{'data': 'Flash point | Flash point | ( DIN 51755 ) : ca. 28 °C <header> <Product code: MS 13299 > | <Product code: MS 13299 > | <Date of issue: 25 / 06 / 10 Replaces: 18 / 05 / 01 > </header>', 'label': [[30, 39, 'method'], [48, 50, 'mean'], [51, 53, 'unit']]}"
Flash point,"{'data': 'Flash Point Cleveland Open Cup | 120 °C ( 248 °F )', 'label': [[12, 30, 'measuring_condition'], [33, 36, 'mean'], [42, 45, 'mean'], [37, 39, 'unit'], [46, 48, 'unit']]}"
Flash point,"{'data': 'Flash Point | 30 | | °C | ASTM D 56 <header> <Properties> | <Minimum> | <Maximum> | <Unit> | <Test Method> </header>', 'label': [[14, 16, 'min'], [21, 23, 'unit'], [26, 35, 'method']]}"
Flash point,"{'data': '• | Flash Point ( Tag Closed Cup ) C ( °F ) … 75 ( 176 )', 'label': [[18, 32, 'measuring_condition'], [35, 36, 'unit'], [39, 41, 'unit'], [46, 48, 'mean'], [51, 54, 'mean']]}"
Flash point,"{'data': 'Flash Point | Flash Point | °C | ASTM D 93 | 103', 'label': [[28, 30, 'unit'], [33, 42, 'method'], [45, 48, 'mean']]}"
Flash point,"{'data': 'Flash Point, °F ( T.C.C. ) | 53 ( 11.7 °C ) <header> <> | <SPECIFICATIONS> </header>', 'label': [[13, 15, 'unit'], [18, 24, 'measuring_condition'], [29, 31, 'mean'], [34, 38, 'mean'], [39, 41, 'unit']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | 179 ( 82 ℃ )', 'label': [[13, 15, 'unit'], [18, 24, 'measuring_condition'], [29, 32, 'mean'], [35, 37, 'mean'], [38, 39, 'unit']]}"
Flash point,"{'data': 'Flash Point ( °C ) Closed Cup ( ISO 1523 ) | 100 | <header> <SPECIFICATIONS> | <RESULTS> | <METHOD> </header>', 'label': [[19, 29, 'measuring_condition'], [14, 16, 'unit'], [32, 40, 'method'], [45, 48, 'mean']]}"
Flash point,"{'data': 'Flash point | °C | 22 | | 28 | ASTM D 56 <header> <Property> | <Units> | <Min values> | <Max values> | <Typical values> | <Test method ( Latest method, unless specified otherwise ) > </header>', 'label': [[14, 16, 'unit'], [19, 21, 'min'], [31, 40, 'method']]}"
Flash point,"{'data': 'Flash point | °C | 42 °C | IP 170 <header> <PROPERTIES> | <UNITS> | <VALUE> | <METHOD> </header>', 'label': [[14, 16, 'unit'], [19, 21, 'mean'], [22, 24, 'unit'], [27, 33, 'method']]}"
Flash point,"{'data': 'Flash Point | 149 | °F | 65 | °C | ASTM D 93 <header> <Properties> | <Typical Value> | < ( English ) > | <Typical Value ( SI ) > | <Typical Value ( SI ) > | <Test Based On> </header>', 'label': [[14, 17, 'mean'], [20, 22, 'unit'], [25, 28, 'mean'], [30, 32, 'unit'], [35, 44, 'method']]}"
Flash point,"{'data': 'ASTM D - 93 ( P/M ) | Flash point ℃ | 100 min | > 100 <header> <METHOD> | <TEST> | <MIN - MAX> | <TYPICAL> </header>', 'label': [[34, 35, 'unit'], [0, 19, 'method'], [38, 41, 'min'], [50, 53, 'min']]}"
Flash point,"{'data': 'Flash Point | Flash Point | <header> < ( n - butyl acetate = 1 ) ( ether = 1 ) > | < ( n - butyl acetate = 1 ) ( ether = 1 ) > | < 0.03 > < 403.4 > </header>', 'label': []}"
Flash point,"{'data': 'Closed Cup Flash Point ºF | 246 | 246', 'label': [[0, 10, 'measuring_condition'], [23, 25, 'unit'], [28, 31, 'mean'], [34, 37, 'mean']]}"
Flash point,"{'data': 'Flash point | ca. | 61 °C | DIN 51755 <header> <Odour: Chemical Name: Appearance:> | <typical 1 - Hexanol clear, colourless> | <liquid internal: Revision:> | < 0698001 V 1.2, 09.07.2014 > </header>', 'label': [[20, 22, 'mean'], [23, 25, 'unit'], [28, 37, 'method']]}"
Flash point,"{'data': 'Flash Point | °C | IP 170 | 15 <header> <Property> | <Unit> | <Method> | <Value> </header>', 'label': [[13, 16, 'unit'], [19, 25, 'method'], [28, 30, 'mean']]}"
Flash point,"{'data': 'Flash Point ( °C ) | approx. + 85 - 90', 'label': [[14, 16, 'unit'], [31, 33, 'min'], [36, 38, 'max']]}"
Flash point,"{'data': 'Flash Point ( Tag Closed Cup ) °C ( °F ) | 32 ( 89 )', 'label': [[14, 28, 'measuring_condition'], [31, 33, 'unit'], [36, 38, 'unit'], [43, 45, 'mean'], [48, 50, 'mean']]}"
Flash point,"{'data': 'Tag Closed Cup | 39 °C ( 102 °F ) <header> <Color Pt - Co> | < 10 max.> </header>', 'label': [[0, 14, 'measuring_condition'], [17, 19, 'mean'], [25, 28, 'mean'], [20, 22, 'unit'], [29, 31, 'unit']]}"
Flash point,"{'data': 'Flash Point, °F ( T.C.C. ) | 111 ( 44 °C )', 'label': [[13, 15, 'unit'], [18, 24, 'measuring_condition'], [29, 32, 'mean'], [35, 37, 'mean'], [38, 40, 'unit']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | 172 ( 77.8 ℃ ) <header> <> | <SPECIFICATIONS> </header>', 'label': [[13, 15, 'unit'], [40, 41, 'unit'], [18, 24, 'measuring_condition'], [29, 32, 'mean'], [35, 39, 'mean']]}"
Flash point,"{'data': 'Flash Point ( Setaflash Closed Cup | 63 °C ( 145 °F ) <header> <Property> | <Value> </header>', 'label': [[14, 34, 'measuring_condition'], [37, 39, 'mean'], [45, 48, 'mean'], [40, 42, 'unit'], [49, 51, 'unit']]}"
Flash point,"{'data': 'properties | Flash point ( PMCC ) | | ASTM D 93 | 67 <header> <Typical physical> | <Property> | <Unit> | <Test method> | <Value> </header>', 'label': [[27, 31, 'measuring_condition'], [38, 47, 'method'], [50, 52, 'mean']]}"
Flash point,"{'data': 'Flash Point | 7 deg C ( TCC Typical ) <header> <Appearance> | <Clear,Colorless Liquid> </header>', 'label': [[14, 15, 'mean'], [16, 21, 'unit'], [24, 35, 'measuring_condition']]}"
Flash point,"{'data': ""Flash point | ASTM D 56 | | 41.0 | ': <header> <Properties> | <Test Methods> | <Units> | <Lower Values> | <Upper Values> </header>"", 'label': [[14, 23, 'method'], [28, 32, 'min']]}"
Flash point,"{'data': 'Flash Point | °C | IP 170 | 1 <header> <Sulfur> | <mg/kg> | <SMS 1897 > | << 0.5 > </header>', 'label': [[14, 16, 'unit'], [19, 25, 'method'], [28, 29, 'mean']]}"
Flash point,"{'data': 'Flash point ( close cup ) | | ºC | 47 <header> <Property> | <> | <Unit> | <Value> </header>', 'label': [[30, 32, 'unit'], [35, 37, 'mean'], [14, 23, 'measuring_condition']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | 24 ( - 4 ℃ ) <header> <> | <SPECIFICATIONS> </header>', 'label': [[13, 15, 'unit'], [38, 39, 'unit'], [18, 24, 'measuring_condition'], [29, 31, 'mean'], [34, 37, 'mean']]}"
Flash point,"{'data': ' | Flash point ( PMCC ) · | · ℃ | ASTM D 93 | 67 <header> <Safety data> | <Property> | <Unit> | <Test method> | <Value> </header>', 'label': [[17, 21, 'measuring_condition'], [30, 31, 'unit'], [34, 43, 'method'], [46, 48, 'mean']]}"
Flash point,"{'data': 'Flash Point ( Setaflash Closed Cup | 126 °C ( 259 °F ) <header> <Property> | <Value> </header>', 'label': [[14, 34, 'measuring_condition'], [37, 40, 'mean'], [46, 49, 'mean'], [41, 43, 'unit'], [50, 52, 'unit']]}"
Flash point,"{'data': 'Flash Point | ℃ | 42 min | A STM D 56 <header> <Property> | <Units> | <Specification> | <Test Method> </header>', 'label': [[14, 15, 'unit'], [18, 20, 'min'], [27, 37, 'method']]}"
Flash point,"{'data': 'Cleveland Open Cup | 205 °F 96 °C', 'label': [[0, 18, 'measuring_condition'], [21, 24, 'mean'], [25, 27, 'unit'], [28, 30, 'mean'], [31, 33, 'unit']]}"
Flash point,"{'data': '閃火點:Flash Point, TCC,℃,min | min, 90 | 13429 D 56 <header> <項目 Item> | <規範Specification> | <試驗方法 CNS ASTM> </header>', 'label': [[17, 20, 'measuring_condition'], [21, 23, 'unit'], [34, 36, 'min'], [39, 49, 'method']]}"
Flash point,"{'data': 'Flash point | 210 °F | 99 °C', 'label': [[26, 28, 'unit'], [14, 17, 'mean'], [18, 20, 'unit'], [23, 25, 'mean']]}"
Flash point,"{'data': 'Flash point ( DIN 51 755 ) | °C | 60 <header> <Occupational exposure limit 1 ) > | <> | <not stipulated> </header>', 'label': [[14, 24, 'method'], [29, 31, 'unit'], [34, 36, 'mean']]}"
Flash point,"{'data': 'Flash Point | 7 deg C ( TCC Typical ) <header> <Appearance> | <Clear,Colorless Liquid> </header>', 'label': [[14, 15, 'mean'], [16, 21, 'unit'], [24, 35, 'measuring_condition']]}"
Flash point,"{'data': ""Flash point | ASTM D 56 | | 41.0 | ': <header> <Properties> | <Test Methods> | <Units> | <Lower Values> | <Upper Values> </header>"", 'label': [[14, 23, 'method'], [28, 32, 'min']]}"
Flash point,"{'data': 'Flash point | DIN 51755 | 34 °C <header> <Typical general characteristics> | <Inspection Method> | <Value> </header>', 'label': [[14, 23, 'method'], [26, 29, 'mean'], [29, 31, 'unit']]}"
Flash point,"{'data': 'Flash Point ( Tag Closed Cup ) | C ( °F ) … 75 ( 176 )', 'label': [[14, 28, 'measuring_condition'], [33, 34, 'unit'], [37, 39, 'unit'], [44, 46, 'mean'], [49, 52, 'mean']]}"
Flash point,"{'data': 'Punto de Inflamación Tag, ºC | 33 | 33 | ASTM D 56 ASTM D 1266 o <header> <DETERMINACIONES> | <ESPECIFICACIONES Mín. Máx.> | <ESPECIFICACIONES Mín. Máx.> | <MÉTODO DE ENSAYO> </header>', 'label': [[31, 33, 'mean'], [36, 38, 'mean'], [41, 62, 'method'], [26, 28, 'unit']]}"
Flash point,"{'data': 'Flash point | Flash point | ( DIN 51755 ) : ca. 28 °C <header> <Product code: MS 13299 > | <Product code: MS 13299 > | <Date of issue: 25 / 06 / 10 Replaces: 18 / 05 / 01 > </header>', 'label': [[30, 39, 'method'], [48, 50, 'mean'], [51, 53, 'unit']]}"
Flash point,"{'data': 'Flash point | 91.0 ºC closed cup 100.0 ºC open cup', 'label': [[14, 18, 'mean'], [19, 21, 'unit'], [22, 32, 'measuring_condition'], [33, 38, 'mean'], [39, 41, 'unit'], [42, 50, 'measuring_condition']]}"
Flash point,"{'data': 'Flash Point | ACC | º℃ | 84 <header> <Parameter> | <Conditions> | <Units> | <Value> </header>', 'label': [[14, 17, 'measuring_condition'], [21, 22, 'unit'], [25, 27, 'mean']]}"
Flash point,"{'data': 'Flash Point Abel | | IP 170 - 99 | Min. 32.0 | 35.0 <header> <Test> | <Units> | <Method> | <Specification> | <Results> </header>', 'label': [[12, 16, 'measuring_condition'], [21, 32, 'method'], [40, 44, 'min']]}"
Flash point,"{'data': 'Flash Point Tag Closed Cup | 36 °C ( 97 °F ) <header> <Critical Temperature> | < 289.8 °C> </header>', 'label': [[12, 26, 'measuring_condition'], [29, 31, 'mean'], [37, 39, 'mean'], [32, 34, 'unit'], [40, 42, 'unit']]}"
Flash point,"{'data': 'Flash point | DIN 51755 | 34 °C <header> <Typical general characteristics> | <Inspection Method> | <Value> </header>', 'label': [[14, 23, 'method'], [26, 29, 'mean'], [29, 31, 'unit']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | 126 ( 52.2 ℃ ) <header> <> | <SPECIFICATIONS> </header>', 'label': [[18, 24, 'measuring_condition'], [13, 15, 'unit'], [29, 32, 'mean'], [35, 39, 'mean'], [40, 41, 'unit']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | 69 ( 20 ℃ ) <header> <> | <SPECIFICATIONS> </header>', 'label': [[13, 15, 'unit'], [18, 24, 'measuring_condition'], [29, 31, 'mean'], [34, 36, 'mean'], [37, 38, 'unit']]}"
Flash point,"{'data': 'Flash Point | ℃ | 42 min | A STM D 56 <header> <Property> | <Units> | <Specification> | <Test Method> </header>', 'label': [[14, 15, 'unit'], [18, 20, 'min'], [27, 37, 'method']]}"
Flash point,"{'data': 'Flash Point, o C ( closed up ) | 17.2', 'label': [[33, 37, 'mean'], [19, 28, 'measuring_condition'], [13, 16, 'unit']]}"
Flash point,"{'data': 'Abel Flash point | °C | ISO 13736 | 38 | 38 <header> <MEASURES> | <UNITS> | <MEASURES METHODS> | <GUARANTEED VALUES MINI MAXI> | <GUARANTEED VALUES MINI MAXI> </header>', 'label': [[19, 21, 'unit'], [24, 33, 'method'], [36, 38, 'min'], [41, 43, 'max'], [0, 4, 'measuring_condition']]}"
Flash point,"{'data': 'FLASH POINT ( CLOSED CUP ) | 43 ºC ( 109 ºF ) <header> <PROPERTY> | <SPECIFICATION> </header>', 'label': [[14, 24, 'measuring_condition'], [29, 31, 'mean'], [37, 40, 'mean'], [32, 34, 'unit'], [41, 43, 'unit']]}"
Flash point,"{'data': 'Flash Point | °C | IP 170 | 26', 'label': [[14, 16, 'unit'], [19, 25, 'method'], [28, 30, 'mean']]}"
Flash point,"{'data': 'Flashpoint | | 0 : 24 C', 'label': [[19, 21, 'mean'], [22, 23, 'unit']]}"
Flash point,"{'data': 'Flash Point, min | °C | 23.0 | IP 170 | <header> <Properties> | <Units> | <Value> | <Test Method> | <> </header>', 'label': [[19, 21, 'unit'], [24, 28, 'min'], [31, 37, 'method']]}"
Flash point,"{'data': 'Flash p point | °C | ASTM M D 56 | 42 <header> <Proper rty> | <Units> | <Me ethod> | <Typic al values Antwer P production> </header>', 'label': [[16, 18, 'unit'], [21, 32, 'method'], [35, 37, 'mean']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | 26 ( - 3 ℃ ) <header> <> | <SPECIFICATIONS> </header>', 'label': [[13, 15, 'unit'], [18, 24, 'measuring_condition'], [29, 31, 'mean'], [34, 37, 'mean'], [38, 39, 'unit']]}"
Flash point,"{'data': ' | Flash Point | °C | ASTM D 56 | 51 <header> <Typical Properties> | <Property> | <Unit> | <Method> | <Value> </header>', 'label': [[34, 36, 'mean'], [22, 31, 'method'], [17, 19, 'unit']]}"
Flash point,"{'data': 'Flash Point ( °C ) Closed Cup ( ISO 1523 ) | 100 | <header> <SPECIFICATIONS> | <RESULTS> | <METHOD> </header>', 'label': [[19, 29, 'measuring_condition'], [14, 16, 'unit'], [32, 40, 'method'], [45, 48, 'mean']]}"
Flash point,"{'data': 'Flash point ( °C ) | <header> <Appearance at 25 ºC> | <Clear liquid> </header>', 'label': [[14, 16, 'unit']]}"
Flash point,"{'data': 'Flash point | °C | 22 | | 28 | ASTM D 56 <header> <Property> | <Units> | <Min values> | <Max values> | <Typical values> | <Test method ( Latest method, unless specified otherwise ) > </header>', 'label': [[14, 16, 'unit'], [19, 21, 'min'], [31, 40, 'method']]}"
Flash point,"{'data': 'Flash Point | ACC | º℃ | 84 <header> <Parameter> | <Conditions> | <Units> | <Value> </header>', 'label': [[14, 17, 'measuring_condition'], [21, 22, 'unit'], [25, 27, 'mean']]}"
Flash point,"{'data': 'Flash Point | | <header> <VMP Naphtha> | <> | <Immiscible> </header>', 'label': []}"
Flash point,"{'data': 'Flash Point ( Setaflash Closed Cup ) | 46 °C ( 115 °F ) <header> <Property> | <Value> </header>', 'label': [[39, 41, 'mean'], [42, 44, 'unit'], [47, 50, 'mean'], [51, 53, 'unit'], [14, 34, 'measuring_condition']]}"
Flash point,"{'data': 'Flash Point | | <header> <Boiling Point @ 760 mm Hg> <Freezing Point> | <> | < 112 - 119 °C ( 234 - 246 °F ) > < - 99 °C ( - 146 °F ) > </header>', 'label': []}"
Flash point,"{'data': 'Flash Point | 0 C | 40 min | ASTM D 56 | ASTM D 56 <header> <Property> | <Unit> | <Specification> | <Test Method> | <Test Method> </header>', 'label': [[14, 17, 'unit'], [20, 22, 'min'], [29, 38, 'method'], [41, 50, 'method']]}"
Flash point,"{'data': 'Flash Point, Abel | IP 170 | °C | 33.0', 'label': [[29, 31, 'unit'], [34, 38, 'unclear_value'], [23, 26, 'unclear_value']]}"
Flash point,"{'data': 'Flash Point. | 12.7 ℃', 'label': [[15, 19, 'mean'], [20, 21, 'unit']]}"
Flash point,"{'data': 'Flash point ( 1 ) | 194 °F | 90 °C', 'label': [[20, 23, 'mean'], [29, 31, 'mean'], [24, 26, 'unit'], [32, 34, 'unit']]}"
Flash point,"{'data': '- | Flash point | O C | 131 | - <header> <Test Method> | <> | <Unit> | <Typical> | <Specification> </header>', 'label': [[24, 27, 'mean'], [18, 21, 'unit']]}"
Flash point,"{'data': 'Flash Point ( Setaflash Closed Cup | 31 °C ( 88 °F ) <header> <Property> | <Value> </header>', 'label': [[14, 34, 'measuring_condition'], [37, 39, 'mean'], [40, 42, 'unit'], [45, 47, 'mean'], [48, 50, 'unit']]}"
Flash point,"{'data': 'Flash Point, min: | 62 | | oC | ASTM D 93 <header> <Parameters> | <Min> | <Max> | <Units> | <Method> </header>', 'label': [[32, 41, 'method'], [27, 29, 'unit'], [20, 22, 'min']]}"
Flash point,"{'data': 'Flash point ( DIN 51 755 ) | °C | 60 <header> <Occupational exposure limit 1 ) > | <> | <not stipulated> </header>', 'label': [[14, 24, 'method'], [29, 31, 'unit'], [34, 36, 'mean']]}"
Flash point,"{'data': 'Flash Point, ºF ( T.C.C. ) | 69 ( 20 ℃ ) <header> <> | <SPECIFICATIONS> </header>', 'label': [[13, 15, 'unit'], [18, 24, 'measuring_condition'], [29, 31, 'mean'], [34, 36, 'mean'], [37, 38, 'unit']]}"
Flash point,"{'data': 'Flash p point | °C | AS STM D 56 | 28 <header> <Proper rty> | <Units> | <M Method> | <Ty p ical values> </header>', 'label': [[21, 32, 'method'], [35, 37, 'mean'], [16, 18, 'unit']]}"
Flash point,"{'data': 'Tag Open Cup | 46 °C ( 115 °F ) <header> <Color Pt - Co> | < 10 max.> </header>', 'label': [[0, 12, 'measuring_condition'], [15, 17, 'mean'], [23, 26, 'mean'], [18, 20, 'unit'], [27, 29, 'unit']]}"
Flash point,"{'data': 'Flash Point, °F, T.C.C. ( D - 56 ) | 103 min | 34 - 40 <header> <> | <SPECIFICATIONS> | <TYPICAL*> </header>', 'label': [[13, 15, 'unit'], [17, 23, 'measuring_conditon'], [26, 32, 'method'], [37, 40, 'min']]}"
Flash point,"{'data': 'Flash Point ( Tag Closed Cup ) oC ( o F ) | > 93 ( > 200 )', 'label': [[14, 28, 'measuring_condition'], [31, 33, 'unit'], [36, 39, 'unit'], [46, 48, 'min'], [53, 56, 'min']]}"
Flash point,"{'data': 'Flash point ( closed cup,°C ) | 87 | 86 | 58 <header> <> | <DMSO> | <NMP> | <DMF> </header>', 'label': [[14, 24, 'measuring_condition'], [25, 27, 'unit'], [32, 34, 'mean'], [37, 39, 'mean'], [42, 44, 'mean']]}"
Flash point,"{'data': 'Flash Point ( Abel ) | °C | IP 170 | 45 <header> <Vapour Pressure at 50 °C> | <kPa> | <Calculated> | < 2.8 > </header>', 'label': [[14, 18, 'measuring_condition'], [23, 25, 'unit'], [28, 34, 'method'], [37, 39, 'mean']]}"
Flash point,"{'data': 'Flash point: | 73.5 °C ( closed cup )', 'label': [[25, 35, 'measuring_condition'], [15, 19, 'mean'], [20, 22, 'unit']]}"
Flash point,"{'data': 'Flash Point | <header> <Critical Temperature> | < 338.3 °C> </header>', 'label': []}"
Flash point,"{'data': 'Flash point PM | DIN EN ISO 2719 | °C | 115 <header> <Analysis> | <Method> | <Unit> | <Typical> </header>', 'label': [[17, 32, 'method'], [35, 37, 'unit'], [40, 43, 'mean'], [12, 14, 'measuring_conditon']]}"
Flash point,"{'data': 'Closed Cup Flash Point °F | 138 <header> <Physical properties> | <Physical properties> </header>', 'label': [[0, 10, 'measuring_condition'], [23, 25, 'unit'], [28, 31, 'mean']]}"
Flash point,"{'data': 'Flash Point ( Abel Closed Cup ) ºF ( ℃ ) | 75 ( 24 ) | 39 ( 4 ) | 111 ( 44 ) | 150 ( 69 ) | 205 ( 88 ) <header> <Product> | <Xylene> | <Toluene> | <HAMSOL 100 > | <HAMSOL 150 > | <HAMSOL 200 > </header>', 'label': [[14, 29, 'measuring_condition'], [32, 34, 'unit'], [37, 38, 'unit'], [43, 45, 'mean'], [48, 50, 'mean'], [55, 57, 'mean'], [60, 61, 'mean'], [66, 69, 'mean'], [72, 74, 'mean'], [79, 82, 'mean'], [85, 87, 'mean'], [92, 95, 'mean'], [98, 100, 'mean']]}"
Flash point,"{'data': 'ASTM D - 93 ( P/M ) | Flash point ℃ | 100 min | > 100 <header> <METHOD> | <TEST> | <MIN - MAX> | <TYPICAL> </header>', 'label': [[34, 35, 'unit'], [0, 19, 'method'], [38, 41, 'min'], [50, 53, 'min']]}"
Flash point,"{'data': 'Flash point | 91.0 ºC closed cup 100.0 ºC open cup', 'label': [[14, 18, 'mean'], [19, 21, 'unit'], [22, 32, 'measuring_condition'], [33, 38, 'mean'], [39, 41, 'unit'], [42, 50, 'measuring_condition']]}"
Flash point,"{'data': 'Flash Point Tag Closed Cup | 36 °C ( 97 °F ) <header> <Critical Temperature> | < 289.8 °C> </header>', 'label': [[12, 26, 'measuring_condition'], [29, 31, 'mean'], [37, 39, 'mean'], [32, 34, 'unit'], [40, 42, 'unit']]}"
Flash point,"{'data': 'Flash Point Cleveland Open Cup | 120 °C ( 248 °F )', 'label': [[12, 30, 'measuring_condition'], [33, 36, 'mean'], [42, 45, 'mean'], [37, 39, 'unit'], [46, 48, 'unit']]}"
Flash point,"{'data': 'Flash Point PMcc | °C | min. 76 | 79 | EN ISO 2719 <header> <Property> | <Unit> | <Specification> | <Typical> | <Method> </header>', 'label': [[12, 16, 'measuring_condition'], [19, 21, 'unit'], [29, 31, 'min'], [34, 36, 'mean'], [39, 50, 'method']]}"
Flash point,"{'data': 'Closed Cup Flash Point °F | 36 <header> <Physical properties> | <Physical properties> </header>', 'label': [[0, 10, 'measuring_condition'], [23, 25, 'unit'], [28, 30, 'mean']]}"
Flash point,"{'data': '- | Flash point | °C | 102 | - <header> <Method> | <> | <Unit> | <Typical value> | <Specification> </header>', 'label': [[18, 20, 'unit'], [23, 26, 'mean']]}"
Flash point,"{'data': 'Flash Point ( Setaflash Closed Cup ) | 67 °C ( 153 °F ) <header> <Property> | <Value> </header>', 'label': [[14, 34, 'measuring_condition'], [39, 41, 'mean'], [47, 50, 'mean'], [42, 44, 'unit'], [51, 53, 'unit']]}"
Flash point,"{'data': 'Flash Point ( °C ) Closed Cup ( ISO 1523 ) | 100 | <header> <SPECIFICATIONS> | <RESULTS> | <METHOD> </header>', 'label': [[19, 29, 'measuring_condition'], [14, 16, 'unit'], [32, 40, 'method'], [45, 48, 'mean']]}"
Flash point,"{'data': 'Flash Point ( Setaflash Closed Cup ) | 31 °C ( 88 °F ) <header> <Property> | <Value> </header>', 'label': [[14, 34, 'measuring_condition'], [39, 41, 'mean'], [47, 49, 'mean'], [50, 52, 'unit'], [42, 44, 'unit']]}"
