text,label,jsonl_data
Wt % Water | 33 wt % ,Water Content,
"Water | max. 0.05 | % (w/w) | DIN 51 777 / ASTM D 1364 (mod. Karl-Fischer-Method) | x :selected:
:unselected: ",Water Content,
Mositure，wt% ≤ | 0.001 | 0.003 | 0.01 | 0.02 ,Water Content,
Water content | % | Max. 0.05 |  ,Water Content,
"Water Content, wt% | BRCP 5053 | ISO 12937 | 0.10 max ",Water Content,
"Water Content, max | Wt % | 0.10 | ASTM E 203 |  ",Water Content,
Water | mass % | 0.1 max | D1364 | 760 | 13267 ,Water Content,
Water | max. 0.2% weight,Water Content,
Water content | wt% | AS T M D 1364 / ASTM E 106 4 | 0.02 ,Water Content,
- water content (% w/w) | ...........................................................................................................87 %,Water Content,
"Water | % WT | max. 0,1 ",Water Content,
Water Content | % m/m | 5 | Pass ,Water Content,
Distillation | Minimum | Maximum | Unit | Test Method ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
Chemical and Physical Properties | Unit | Typical Properties ,header,
TEST | METHOD | SPECIFICATION ,header,
Proper rty | Units | M Method | Ty p ical value S ,header,
"Property | Typical Value, Units ",header,
Properties | Test Methods | Units | Lower Values | Upper Values ,header,
Property | Unit | Value | Method ,header,
Index | High grade | First grade | Qualified grade ,header,
TEST | METHOD | SPECIFICATION ,header,
 | Upper Lower | Upper Lower |  | % volume % volume | 10.7 0.76 ,header,
Properties | Minimum | Maximum | Unit | Test Method ,header,
Property | Unit | Method | Value ,header,
Property | Unit | Method | Value ,header,
Index | Index | High grade | First grade ,header,
Property | Value ,header,
Property | Unit | Method | Min | Max | Notes ,header,
TEST | METHOD | SPECIFICATION | RESULT ,header,
MEASURES | UNITS | MEASURES METHODS | MINI | MAXI ,header,
Composition | Typical Value Unit | Typical Value Unit | Test Based On ,header,
Property | Specifications ,header,
Appearance | Visual |  | Bright & clear | Bright & clear ,header,
Specifications: | Value,header,
MEASURES | UNITS | MEASURES METHODS | MINI | MAXI ,header,
TEST | REQUIREMENTS,header,
"Property | Typical Value, Units ",header,
Caratteristica | Unità di misura | Specifica di vendita | Metodo ,header,
PROPERTY | VALUE | UNIT | TEST METHOD ,header,
Specifications | Limits ,header,
Parameters | Unit | Standard | Tolerance | Reference Method ,header,
Proper rty | Units | Me ethod | Typi C al values Antwer p production ,header,
Properties | Units | Limits | Test Methods ,header,
Analytical Test | Specifications | Actual Results ,header,
DETERMINATIONS | UNITS | LIMITS | METHOD ,header,
Safety data | Property | Unit | Test method | Value ,header,
Feature | Units | Result | Result | Test Method ,header,
Property | Unit | Value | Method ,header,
MEASURES | MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Specification | Specification,header,
Property | Unit | Method | Min | Max | Notes ,header,
Property | Unit | Method | Value | Value ,header,
Test | Method | Min | Max ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
Distillation | Minimum | Maximum | Unit | Test Method ,header,
Test | Units | Method | Specification | Results ,header,
Property | Test Method | Unit | Specification ,header,
Distillation | Minimum | Maximum | Unit | Test Method ,header,
Properties | Units | Limits | Test Methods | Test Methods | Test Methods ,header,
TYPICAL COMPOSITION | TYPICAL COMPOSITION,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
 | SPECIFICATIONS | TYPICAL* ,header,
"Property | Typical Value, Units ",header,
Chemical and Physical Properties | Unit | Typical Properties ,header,
Properties | Test Methods | Units | Lower Values | Upper Values ,header,
Parameters | Min | Max | Units | Method ,header,
Proper rty | Units | M Method | Ty p ical value S ,header,
Properties | Units | Limits | Test Methods | Test Methods | Test Methods ,header,
Parameters | Min | Max | Units | Method ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
Properties | Units | Units | Value | Test Method |  ,header,
PROPERTIES | COMMERCIAL VALUES | TEST METHODS ,header,
Item | PMA ,header,
Properties | Units | Value | Test Method |  ,header,
Item | PMA ,header,
Propert y | Unit ts | Method | Specificatio on ,header,
Application/Uses | Application/Uses | Key Attributes ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Distillation | Minimum | Maximum | Unit | Test Method ,header,
Testing Item | Unit | Specification ,header,
Composition | Minimum | Maximum | Unit | Test Method ,header,
Properties | Units | Value | Test Method |  ,header,
Measure | Test Method | Unit | Characteristic data ,header,
Parameter | Value | Test - ,header,
Parameter | Value | Test - ,header,
CHARACTERISTIC | SPECIFICATION ,header,
Properties | Sales Specifications ,header,
Parameter | Conditions | Units | Value ,header,
Parameter | Units | Value | Test Method ,header,
Properties | Units | Value | Test Method |  ,header,
Property | Value ,header,
SPECIFICATIONS | VALEURS/VALUES | METHODES/METHODS ,header,
Quality Requirement | Min | Max,header,
Property | Units | Limits | Test Method,header,
Typical values | Typical values | Typical values | Typical values | Typical values | Typical values ,header,
Properties Units | Specifications ,header,
Test Description | Specification Minimum | Specification Minimum | Specification Minimum | Specification Minimum | Limits Maximum | Unit of Measure | Test Method ,header,
Propert y | Unit ts | Method | Specificatio on ,header,
"Property | Typical Value, Units ",header,
Properties | Test Methods |  | Sales Specifications ,header,
. Ensayo Test | Spec. Limits Límites ,header,
Property | Value,header,
Characteristics | Specification | Specification | Methods | References ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
RMFI Hansen Solubility Parameters TJNP |  ,header,
TEST | RESULTS | SPECIFICATIONS ,header,
Test Description | Specification Limits Minimum Maximum | Specification Limits Minimum Maximum | Unit of Measure | Test Method ,header,
Property | Unit | Method | Min | Max | Notes ,header,
Propriedades Físicas | Propriedades Físicas,header,
PROPERTY | VALUE | UNIT | TEST METHOD ,header,
Specification | Typical analysis | Test method,header,
Typical general characteristics | Inspection Method | Value ,header,
 | ASTM | IRAM |  | MINIMUM MAXIMUM | TYPICAL ,header,
Distillation | Minimum | Maximum | Unit | Test Method ,header,
Composition | Typical Value Unit | Typical Value Unit | Test Based On ,header,
Property Unit | Method | Value ,header,
Property | Unit | Method | Min | Max | Notes ,header,
Property | Value ,header,
Property | Specifications | Test Method ,header,
Property | Values | Test method ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Proper rty | Units | M Method | Ty p ical values ,header,
 |  | SPECIFICATION LIMITS | METHODS ,header,
Property | Units | Minimum | Maximum | N | Method,header,
Property | Test method | Specified Limit ,header,
Typical Properties: | Property | Property | Property | Property | Unit | Value | Method ,header,
Typical Properties | Doctor Test | - | ASTM D235 | Negative ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
Property | Condition | Value | Test method ,header,
Specification | Typical analysis | Test method,header,
 | Specification | Test Method | Test Method ,header,
SPECIFICATIONS | RESULTS | METHOD ,header,
Property | Specifications ,header,
Test Item | Unit | Specification ,header,
Property Unit | Method | Value ,header,
Further Properties | Units | Typical values | Test Methods ,header,
 | Parameters | Standard | Result ,header,
Chemical and Physical Properties | Unit | Typical Properties ,header,
Specification | Typical analysis | Test method,header,
DETERMINATIONS | UNITS | LIMITS | METHOD ,header,
TYPICAL CHARACTERISTICS | METHODS | UNITS | FINAVESTAN | FINAVESTAN | FINAVESTAN | FINAVESTAN | FINAVESTAN | FINAVESTAN | FINAVESTAN ,header,
Property | Specifications | Test Method ,header,
Property | Value ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES | GUARANTEED VALUES ,header,
Properties | Minimum | Maximum | Unit | Test Method ,header,
Specification | Specification,header,
Typical Properties | Property Color | Unit Method Value Saybolt ASTM D156 +30 | Unit Method Value Saybolt ASTM D156 +30 | Unit Method Value Saybolt ASTM D156 +30 ,header,
Properties | Condition & Unit | Specifications ,header,
Properties | Units | Value | Test Method |  ,header,
Test Description | Test Method | Unit of Measure | Specification ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Method | Method Name | Minimum | Minimum | Maximum | Typical ,header,
 | Values | Arkema methods | Norms references ,header,
Unit | Specification | Typical analysis | Test method,header,
Property | Unit | Method | Value ,header,
Property | Value ,header,
Test Item | Unit | Specification ,header,
PROPERTY | VALUE | UNIT | TEST METHOD ,header,
Properties | Units | Limits | Test Methods ,header,
Typical values | Typical values | Typical values | Typical values | Typical values | Typical values,header,
"Property | Typical Value, Units ",header,
Property | Unit | Value | Method ,header,
Property | Limits | Test Method ,header,
Typical Properties | Doctor Test | - | ASTM D235 | Negative ,header,
 | Product Specifications | Value |  | Test Method ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
 | SPECIFICATIONS | TYPICAL* ,header,
Property | Unit | Method | Min | Max | Notes ,header,
Property | Units | Minimum | Maximum | N | Method,header,
Parameter | Units | Values min. max. | Values min. max. | Values min. max. ,header,
Property | Limit | Unit | Test Method | PQR ,header,
Chemical and Physical Properties | Unit | Specification ,header,
Property | Value | Unit | Test method ,header,
Property | Value ,header,
Parameter | Unit | Min.Value | Max.Value ,header,
Properties | Test Methods | Units | Lower Values | Upper Values ,header,
Typical Properties | Property | Unit | Method | Value,header,
Chemical and Physical Properties | Unit | Specification ,header,
Property | Unit | Value | Method ,header,
Property | Value | Unit | Test method ,header,
Property Unit | Method | Value ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
------------------------------------------------------------------------------ TEST ITEM AND CONDITION | LIMIT | UNIT | METHOD | N :selected: ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Item | Super Grade | Electronical Grade | High Grade | First Grade ,header,
Measure | Test Method | Unit | Characteristic Data ,header,
Parameters | Min | Max | Units | Method ,header,
Item | PMA ,header,
Typical Properties | Test Method | Units | Typical Value ,header,
Specifications | Limits ,header,
Property | Value ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
CONTROLLED PROPERTY | UNIT | OBTAINED VALUE | SPECIFICATION | METHODS OF ANALYSIS | REFERENCES ,header,
Specification | Specification,header,
Specification | Typical analysis | Test method,header,
Analysis | Unit | Method | Specification | Specification ,header,
Properties | Typical Value Unit | Typical Value Unit | Test Based On ,header,
Property | Test Method | Unit | Specification,header,
Parameters | Min | Max | Units | Method ,header,
PROPERTY | UNITS | MIN | MAX | METHOD ,header,
Specifications Analysis | Unit | Method | Min | Max ,header,
Parameters | Min | Max | Units | Method ,header,
Properties | Units | Limits | ASTM | ISO | Other ,header,
Property | Value | Unit | Method ,header,
 | METHOD | MISURE UNIT | VALUE ,header,
Further Properties | Units | Typical values | Test Methods ,header,
Property | Unit | Method | Value ,header,
Property | Units | Limits | Test Method,header,
Index | High grade | First grade | Qualified grade ,header,
MEASURES | MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Proper rty | Units | Me ethod | Typic al values Antwer P production ,header,
Property | Value ,header,
Property | Value ,header,
Specifications Analysis | Unit | Method | Min | Max ,header,
"Property | Typical Value, Units ",header,
Properties | Units | Min. | Max | Typical Values | Test Methods ,header,
Characteristic | Characteristic | Method | Units | Min | Max | Typical | Requirements ,header,
Property | Value | Unit | Test method ,header,
Typical values PROPERTIES | UNITS | METHODS | Products with aromatics | Dearomatised products | Dearomatised products | Dearomatised products | Dearomatised products | Dearomatised products | Dearomatised products | Narrow cut ,header,
Composition | Typical Value Unit | Typical Value Unit | Test Based On ,header,
Proper rty | Units | Me ethod | Typic al values Antwer P production ,header,
TEST | METHOD | SPECIFICATION ,header,
 | TEST METHOD | TEST METHOD ,header,
Test | Specification,header,
------------------------------------------------------------------------------ TEST ITEM AND CONDITION | LIMIT | UNIT | METHOD | N :selected: ,header,
Characteristic | Spec | range | Unit | Method ,header,
Distillation | Minimum | Maximum | Unit | Test Method ,header,
Property | Value ,header,
Analytical Method Code | Quality Requirement | Commercial Specification Min Max | Commercial Specification Min Max ,header,
Proper rty | Units | Me ethod | Typic al values Antwer P production ,header,
Parameter | Unit | Min.Value | Max.Value ,header,
TEST | METHOD | SPECIFICATION ,header,
APPLICATION | PRECAUTION | PRECAUTION | SPECIFICATION ,header,
Test Description | Specification Minimum | Limits Maximum | Unit of Measure | Test Method ,header,
Index | High grade | First grade | Qualified grade ,header,
Property | Value | Unit | Test method ,header,
Item | Index ,header,
TEST | METHOD | SPECIFICATION | RESULT ,header,
Test | Data SPECIFICATION,header,
Product Specifications | Value | Test Method ,header,
Proper rty | Units | Me ethod | Typic al values Antwer P production ,header,
Specification | Specification,header,
Specification | Item Appearance | Unit | Specification Clear Liquid | Method ,header,
Proper rty | Units | Me ethod | Typic al values Antwer P production ,header,
TEST | RESULTS | SPECIFICATIONS ,header,
Propert y | Un nits | Method | S Specification n ,header,
Application/Uses | Application/Uses | Key Attributes ,header,
- | Test Methods,header,
Test | Result | Result ,header,
Properties | Units | Limits | Test ASTM | method ISO | Others ,header,
Parameters | Min Max | Min Max | Min Max | Units | Method ,header,
Parameters | Min | Max | Units | Method ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
Item | Index ,header,
Property | Unit | Method | Min | Max | Notes ,header,
"Property | Typical Value, Units ",header,
Property | Unit | Method | Value ,header,
Sales Specification | Property Unit Min Max Appearance Cl & FFSM Color Saybolt 30 | Property Unit Min Max Appearance Cl & FFSM Color Saybolt 30 | Method ASTM D4176,header,
Properties | Test Methods |  | Sales Specifications ,header,
Characteristics | Specification | Specification | Methods | References ,header,
TEST | METHOD | MIN | MAX ,header,
Analysis | Unit | Method | Min | Max ,header,
Test and Test Condition | Limit | Unit | Method | Note ,header,
Parameters | Min | Max | Units | Method ,header,
Properties | Test Methods | Units | Lower Values | Upper Values ,header,
Proper rty | Units | M Method | Ty p ical value S ,header,
"Property | Typical Value, Units ",header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
Sales Specification | Property Unit | Min | Max | Method ,header,
Test | Specification,header,
"Property | Typical Value, Units ",header,
Propert y | Unit ts | Method | Specificatio on ,header,
PROPERTIES | MINIMUM | MAXIMUM | MAXIMUM ,header,
Property | Value,header,
PROPERTIES | COMMERCIAL VALUES | TEST METHODS ,header,
DETERMINACIONES | ESPECIFICACIONES Mín. Máx. | ESPECIFICACIONES Mín. Máx. | MÉTODO DE ENSAYO ,header,
Sr.No | Description | Specification Limits | Unit of Measure | Test Method ,header,
Property | Value,header,
Test Item | Unit | Specification ,header,
 | ASTM | IRAM |  | MINIMUM MAXIMUM | TYPICAL ,header,
Property Acid Value | Minimum -- | Maximum | Unit | Test Method ,header,
Properties | Unit | Min | Max | Typical value | Test mehtod ,header,
Measure | Test Method | Unit | Testing Data ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
Propert y | Un nits | Method | S Specification n ,header,
Specifications Analysis | Unit | Method | Min | Max ,header,
Properties | Units | Limits | ASTM | ISO | Other ,header,
Property | Test Method | Unit | Specification,header,
Test Item | Unit | Specification ,header,
MEASURES | UNITS | MEASURES METHODS | TYPICAL VALUES ,header,
Properties | Test Methods | Units | Lower Values | Upper Values ,header,
"Property | Typical Value, Units",header,
Appearance | Visual |  | Bright & clear | Bright & clear ,header,
 | SPECIFICATIONS | TYPICAL* ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES | GUARANTEED VALUES ,header,
Property | Unit | Method | Min | Max | Notes ,header,
Properties | Units | Min. | Max | Typical Values | Test Methods ,header,
 | SPECIFICATIONS | TYPICALS* ,header,
 | Specification | Typicals* ,header,
Property | Limits | Test Method ,header,
Chemical and Physical Properties | Unit | Typical Properties ,header,
Properties Aniline Point | Typical Value | Unit | Test Based On ,header,
"Property | Typical Value, Units ",header,
Parameters | Min | Max | Units | Method ,header,
Property | Value | Unit | Test method ,header,
Sales Specification | Property | Unit | Min | Max | Method,header,
Property | Test Method | Unit | Specification ,header,
Proper rty | Units | Me ethod | Typic al values Antwer P production ,header,
SPECIFICATIONS | VALEURS/VALUES | METHODES/METHODS ,header,
Property | Value ,header,
MEASURES | UNITS | MEASURES METHODS | GUARANTEED VALUES MINI MAXI | GUARANTEED VALUES MINI MAXI ,header,
PROPERTY | TYPICAL RESULT,header,
Measure | Test Method | Unit | Testing Data,header,
Test Item | Unit | Specification ,header,
Unit | Specification | Typical analysis | Test method,header,
Parameter | Units | Value | Test Method ,header,
Specification | TECH GRADE | HIGH GRADE ,header,
Measure | Test Method | Unit | Testing Data ,header,
Property | Value | Unit | Test method ,header,
Typical values | Typical values | Typical values | Typical values | Typical values | Typical values ,header,
TEST | METHOD | SPECIFICATION ,header,
Typical Properties: | Property | Property | Property | Property | Unit | Value | Method ,header,
Property | Specifications | Test Method ,header,
TEST | METHOD | SPECIFICATION ,header,
Sales Specification | Property Unit Min Max Method Purity %m/m 99.4 ASTM D2804 | Property Unit Min Max Method Purity %m/m 99.4 ASTM D2804,header,
Tests | Specifications | Specifications ,header,
Property | Unit | Method | Value ,header,
Typical Properties | Property Color | Unit Method Value Saybolt ASTM D156 +30 | Unit Method Value Saybolt ASTM D156 +30 | Unit Method Value Saybolt ASTM D156 +30 ,header,
Sales Specification | Property Unit | Min Max | Method ,header,
Specification | Specification,header,
Properties | Typical Value | Unit | Test Based On ,header,
PHYSICAL PROPERTIES |  ,header,
Analysis | Unit | Method | Min | Max ,header,
Parameters | Min | Max | Units | Method ,header,
Property | Unit | Method | Value | Value ,header,
