id,data,label
41439,Blocking point | °C | ca. 140 | ,irrelevant
41440,Pendulum hardness (König) | s | ca. 130 | ISO 1522,irrelevant
41441,-- | -- | -- | --,irrelevant
41442,Solids content | % | 31.0 - 34.0 | DIN EN ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41443, |--|  | 0.5 g weighed quantity 105°C,irrelevant
41444,pH- value |--| 8.0 - 9.0 | DIN ISO 976,pH
41445,"Viscosity | mPas | 10 - 500 | ISO 1652, Brookfield RVT",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41446, |--| -- | Spindle 1/rpm 20/factor,irrelevant
41447,Further typical data*: |--|  | According to:,irrelevant
41448,MFFT | °C | ca. 25 | ,MFFT | MFT
41449,Density | g/cm3 | ca. 1.05 | DIN EN ISO 2811-1,Density | Specific gravity
41450,Solvent-free |--|  | ,irrelevant
41451,Film properties*: |--|  | According to:,irrelevant
41452,Blocking point | °C | ca. 140 | ,irrelevant
41453,Pendulum hardness (König) | s | ca. 130 | DIN EN ISO 1522,irrelevant
41454,-- | -- | -- | --,irrelevant
41455,Solids content | % | 31.0 - 34.0 | DIN EN ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41456, |--| -- | 0.5 g weighed quantity 105°C,irrelevant
41457,pH- value |--| 8.0 - 9.0 | DIN ISO 976,pH
41458,"Viscosity | mPas | 100 - 3000 | ISO 1652, Brookfield RVT Spindle 3/rpm 20/factor",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41459, |--| -- | --,irrelevant
41460,Further typical data*: |--|  | According to:,irrelevant
41461,MFFT | °C | ca. 25 | ,MFFT | MFT
41462,Density | g/cm3 | ca. 1.05 | DIN EN ISO 2811-1,Density | Specific gravity
41463,Solvent-free |--|  | ,irrelevant
41464,Film properties*: |--|  | According to:,irrelevant
41465,Blocking point | °C | ca. 140 | ,irrelevant
41466,Pendulum hardness (König) | s | ca. 130 | DIN EN ISO 1522,irrelevant
41467,This product is used in many applications including the following: | --,irrelevant
41468,Market | Properties Imparted,irrelevant
41469,"Cable & Cordage | adhesion promotion, heat seal, water resistance",irrelevant
41470,"Heat Seal Coatings | metal, Substrate - paper",irrelevant
41471,"Inks | adhesion promotion, alcohol resistance, chemical resistance, water resistance",irrelevant
41472,"Overprint Varnishes | adhesion promotion, alcohol resistance, chemical resistance, water resistance",irrelevant
41473,Thermal Transfer | release,irrelevant
41474,The following properties are typical but should not be considered specifications: | --,irrelevant
41475,Appearance: | White liquid,irrelevant
41476,Emulsifier Charge: | Ammoniated dispersion,irrelevant
41477,Freeze/Thaw Stability: | None: protect from freezing,irrelevant
41478,Non-Volatile (%) : | 32.0 - 35.0,Solid content | Solids | NV | NVM | Non-volatiles
41479,Specific Gravity: | 0.98 - 1.00,Density | Specific gravity
41480,pH: | 7.8 - 8.8,pH
41481,Recommended pH of your system: | > 7.0,pH
41482,Brookfield Viscosity (cps) : | 200 - 850,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41483,Spindle Number: | 3,irrelevant
41484,RPM: | 60,irrelevant
41485,Shelf Life (months) : | The product has a shelf life of 12 months from date of manufacture when storage and handling instructions are followed.,irrelevant
41486,-- | -- | -- | --,irrelevant
41487,Total Solids | 49.0 - 51.0 | % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41488,pH | 8.0 - 8.6 | - | ISO 976,pH
41489,Viscosity | 50 - 400 | mPa s | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41490,Particle size | 0.2 | microns | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
41491,-- | -- | -- | -- | --,irrelevant
41492,Total Solids | -- | 49.0 - 51.0 | % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41493,pH | -- | 8.0 - 8.6 | - | ISO 976,pH
41494,Viscosity | -- | 50 - 400 | mPa s | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41495,Particle size | -- | 0.2 | microns | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
41496,Minimum Film Forming Temperature (MFFT) | -- | 7 | °C | ,MFFT | MFT
41497,-- | -- | -- | -- | --,irrelevant
41498,Total Solids | -- | 49.0 - 51.0 | % | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41499,pH | -- | 8.0 - 8.6 | - | ISO 976,pH
41500,Viscosity | -- | 50 - 400 | mPa s | ISO 2555,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41501,Particle size | -- | 0.2 | microns | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
41502,-- | -- | -- | --,irrelevant
41503,Solids content | % | 35.0 - 37.0 | DIN EN ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41504, |--|  | 0.5 g weighed quantity 105°C,irrelevant
41505,pH- value |--| 8.0 - 9.0 | DIN ISO 976,pH
41506,"Viscosity | mPas | 20 - 200 | ISO 1652, Brookfield",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41507, |--| -- | Spindle 1/rpm 50/factor,irrelevant
41508,Further typical data*: |--|  | According to:,irrelevant
41509,MFFT | °C | ca. 0 | ,MFFT | MFT
41510,Density | g/cm3 | ca. 1.05 | DIN EN ISO 2811-1,Density | Specific gravity
41511,Solvent-free |--|  | ,irrelevant
41512,Film properties*: |--|  | According to:,irrelevant
41513,Blocking point | °C | ca. 130 | ,
41514,Pendulum hardness (König) | s | ca. 50 | DIN EN ISO 1522,irrelevant
41515,E-Modulus | N/mm2 | ca. 11 | DIN 53455,irrelevant
41516,Ultimate tensile strength | N/mm2 | ca. 40 | DIN 53455,irrelevant
41517,Elongation at break | % | ca. 300 | DIN 53455,irrelevant
41518,-- | -- | -- | --,irrelevant
41519,Solids content | % | 35.0 - 37.0 | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41520, |--|  | 0.5 g weighed quantity 105°C,irrelevant
41521,pH- value |--| 8.0 - 9.0 | ISO 976,pH
41522,"Viscosity | mPas | 20 - 200 | ISO 2555, Brookfield",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41523, |--|  | Spindle 1/rpm 50/factor,irrelevant
41524,Further typical data*: |--|  | According to:,irrelevant
41525,MFFT | °C | ca. 0 | ,MFFT | MFT
41526,Density | g/cm3 | ca. 1.05 | ISO 2811-1,Density | Specific gravity
41527,Solvent-free |--|  | ,irrelevant
41528,Film properties*: |--|  | According to:,irrelevant
41529,Blocking point | °C | ca. 130 | ,irrelevant
41530,Pendulum hardness (König) | s | ca. 50 | ISO 1522,irrelevant
41531,E-Modulus | N/mm2 | ca. 11 | ISO 527-1,irrelevant
41532,Ultimate tensile strength | N/mm2 | ca. 40 | ISO 527-1,irrelevant
41533,Elongation at break | % | ca. 300 | ISO 527-1,irrelevant
41534,-- | --,irrelevant
41535,Solids | 50.0 %,Solid content | Solids | NV | NVM | Non-volatiles
41536,pH | 5.5,pH
41537,Viscosity (Brookfield RVT spindle 5 @ 20 rpm) | 200 mPa.s,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41538,MFFT | 5°C,MFFT | MFT
41539,Tg | 8°C,Tg
41540,Stabilisation | anionic,irrelevant
41541,-- | -- | -- | --,irrelevant
41542,Water | -- | -- | 118.0,irrelevant
41543,Acrysol SCT 275 | -- | -- | 3.0,irrelevant
41544,AMP∗ 90 | -- | -- | 3.5,irrelevant
41545,Dispex A40 | -- | -- | 4.5,irrelevant
41546,Acticide BX | -- |--| 1.0,irrelevant
41547,Surfynol 104E | -- |--| 2.0,irrelevant
41548,Tiona RCL-535 | -- |--| 57.0,irrelevant
41549,Bayferrox 318M | -- |--| 57.0,irrelevant
41550,Micro-Mica W1 | -- |--| 44.0,irrelevant
41551,Microtalc |--|  | 37.0,irrelevant
41552,Heucophos ZPZ |--|  | 56.0,irrelevant
41553,disperse to required Hegman | -- |--| ,irrelevant
41554, | -- |--| ,irrelevant
41555,DOWANOL∗ DPnB |--|  | 15.0,irrelevant
41556,Ammonium Benzoate (10%) |--|  | 20.0,irrelevant
41557,UCAR Latex XZ 94770.00 |--|  | 582.0,irrelevant
41558,TOTAL |--|  | 1000.0,irrelevant
41559, |--|  | ,irrelevant
41560,"PVC, % |--|  | 22.3",irrelevant
41561,"Weight solids, % |--|  | 54.2",Solid content | Solids | NV | NVM | Non-volatiles
41562,Acrysol SCT 275 | Acrylic Thickener | Rohm and Haas,irrelevant
41563,Acticide BX | Preservative | Thor Chemicals,
41564,AMP 90 | Base / dispersant | The Dow Chemical Company,irrelevant
41565,Bayferrox 318 M | Anti-corrosion pigment | Bayer,irrelevant
41566,Dispex A40 | Dispersant | Ciba Specialties,irrelevant
41567,DOWANOL DPnB | Coalescent | The Dow Chemical Company,irrelevant
41568,Heucophos ZPZ | Anti-corrosion pigment | Heubach,irrelevant
41569,Micro-Mica W1 | Mica | Norwegian Talc,irrelevant
41570,Microtalc | Talc | Norwegian Talc,irrelevant
41571,Surfynol 104E | Surfactant | Air Products,irrelevant
41572,Tiona RCL-535 | Titanium Dioxide | Millenium,irrelevant
41573,-- | --,irrelevant
41574,pH | RMFI 6.0 - 7.0,pH
41575,Particle Size | 140 - 160 nm,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
41576,"Received RVT Brookfield viscosity (#2, 50 rpm) | ",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41577,-- | Casco < 400 mPa.s,irrelevant
41578,glass transition temperature | +10 C O,Tg
41579,minimum film | +10 C O,doubt
41580,formation temp. | ,irrelevant
41581,100 mesh residue | < 0.05 g/l,irrelevant
41582,325 mesh residue | < 0.05 g/l,irrelevant
41583,stabiliser type | anionic,irrelevant
41584,mechanical stability | excellent,irrelevant
41585,-- | -- | -- | --,irrelevant
41586,Appearance | Milky white |--| 2265,irrelevant
41587,Solids content | 39.0 – 41.0 | % | 2038,Solid content | Solids | NV | NVM | Non-volatiles
41588,pH | 7.0 - 8.5 |--| 2200,pH
41589,Visc. Physoca 23°C | 50 - 300 | mPa.s | 2013,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41590,-- | -- | -- | --,irrelevant
41591,"Density, 23ºC | ± 1.00 | kg/l | 2160",Density | Specific gravity
41592,Flash point | >100 | °C | 2800,irrelevant
41593,Hydroxyl content on solids | ± 4.2 | % | ,Hydroxyl value | Hydroxyl number | OH value | OH equivalent
41594,Neutralizing agent Triethylamine | ± 0.2 | % | ,irrelevant
41595,VOC (theoretical) | ± 8.8 | % | ,irrelevant
41596,Odour | typical |--| ,irrelevant
41597,Preservative GAP 0222 | -- | Value | Unit,irrelevant
41598,"2-methyl-3-(2H)-isothiazolin-3-one (MIT) 1,2-benzisothiazolin-3-one (BIT) | -- | ± 0.008 | %",irrelevant
41599,-- | -- | -- | --,irrelevant
41600,Solids content | % | 34.0 - 36.0 | DIN EN ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41601, |--| -- | 0.5 g weighed quantity 105°C,irrelevant
41602,pH- value |--| 7.0 - 8.0 | DIN ISO 976,pH
41603,"Viscosity | mPas | 20 - 200 | ISO 1652, Brookfield",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41604, |--| -- | Spindle 1/rpm 50/factor,irrelevant
41605,Further typical data*: |--|  | According to:,irrelevant
41606,MFFT | °C | ca. 35 | ,MFFT | MFT
41607,Density at 23°C | g/cm3 | ca. 1.06 | DIN EN ISO 2811-1,Density | Specific gravity
41608,Solvent-free |--|  | ,irrelevant
41609,Film properties*: |--|  | According to:,irrelevant
41610,Blocking point | °C | ca. 160 | ,irrelevant
41611,Pendulum hardness (König) | s | ca. 100 | DIN EN ISO 1522,irrelevant
41612,-- | -- | -- | --,irrelevant
41613,Solid content | ％ | 48 | --,Solid content | Solids | NV | NVM | Non-volatiles
41614,Viscosity | mPa･s | 40 (60rpm | at 25℃),Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41615,pH |--| 10.5 | ,pH
41616,Particle size | nm | 250 | ,Particle size | Diameter | D50 | D98 |	Fineness | Mesh size |Coarseness
41617,Ionic property |--| Anion & nonion | ,irrelevant
41618,MFFT | ℃ | 5 | ,MFFT | MFT
41619,Appearance | ℃ | Transparent,irrelevant
41620,Glass transition temp. | -- | －3 ( by calculation),Tg
41621,-- | -- | --,irrelevant
41622,-- | -- | -- | --,irrelevant
41623,Solids content | % | 44.0 - 46.0 | DIN EN ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41624," |--|  | 0,5 g weighed quantity 105°C",irrelevant
41625,pH- value |--| 7.0 - 8.5 | DIN ISO 976,
41626,"Viscosity | mPas | 20 - 200 | ISO 1652, Brookfield RVT",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41627, |--|  | Spindle 1/rpm 50/factor,irrelevant
41628,Further typical data*: |--|  | According to:,irrelevant
41629,MFFT | °C | ca. 15 | ,MFFT | MFT
41630,Density at 23°C | g/cm3 | ca. 1.06 | DIN EN ISO 2811-1,Density | Specific gravity
41631,Solvent-free |--|  | ,irrelevant
41632,Film properties*: |--|  | According to:,irrelevant
41633,Blocking point | °C | ca. 118 | ,irrelevant
41634,Pendulum hardness (König) | s | ca. 60 | DIN EN ISO 1522,irrelevant
41635,-- | -- | -- | --,irrelevant
41636,Solids content | % | 34.0 - 36.0 | ISO 3251,Solid content | Solids | NV | NVM | Non-volatiles
41637, |--|  | 0.5 g weighed quantity 105°C,irrelevant
41638,pH- value |--| 7.5 - 8.5 | ISO 976,pH
41639,"Viscosity | mPas | 20 - 200 | ISO 2555, Brookfield Spindle 1/rpm 50/factor",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41640, |--| -- | --,
41641,Further typical data*: |--|  | According to:,irrelevant
41642,MFFT | °C | ca. 42 | ,MFFT | MFT
41643,Density | g/cm3 | ca. 1.05 | ISO 2811-1,Density | Specific gravity
41644,Solvent-free |--|  | ,irrelevant
41645,Film properties*: |--|  | According to:,irrelevant
41646,Pendulum hardness (König) | s | ca. 105 | ISO 1522,irrelevant
41647, | Properties | -- | --,irrelevant
41648,Typical Properties | Solids content | % | 52.0 – 53.0 7.5 – 8.0,Solid content | Solids | NV | NVM | Non-volatiles
41649, | pH value | -- | --,pH
41650, | Viscosity at 23 °C | cps | 60 – 600,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41651," | (Brookfield RV, Spindle #2, at 20 rpm) | -- | ",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41652,Further properties of | Density | g/cm³ | approx. 1.01,Density | Specific gravity
41653,the dispersion | Bound styrene | % | ca. 65,irrelevant
41654, | Residual monomer | % | 0.0035 max,irrelevant
41655, | Freeze/thaw resistance |--| not stable,irrelevant
41656,Properties of the film | Glass transition temperature Tg (DSC) | °C | ca. 13,Tg
41657, | * The above values are not to be taken as specification | -- | --,irrelevant
41658,-- | --,irrelevant
41659,Solids content | approx. 57%,Solid content | Solids | NV | NVM | Non-volatiles
41660,pH value | approx. 7–9,pH
41661,Viscosity | approx. 140–200 mPa·s,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41662,Glass transition temperature | approx. – 8 °C,Tg
41663,-- | -- | -- | --,irrelevant
41664,Solids Content | 56 - 58 |--| %,Solid content | Solids | NV | NVM | Non-volatiles
41665,Viscosity | 300 - 750 |--| cP,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41666,pH | 7.0 - 8.5 |--| -,pH
41667,Appearance | White / Milky Liquid |--| -,irrelevant
41668, |--|  | ,
41669,-- | -- | -- | -- | --,irrelevant
41670,Produktmerkmale | -- |--|  | ,irrelevant
41671,Kurzzeichen | -- | - | - | PA6/66/136,irrelevant
41672,Mechanische Eigenschaften | -- |--|  | tr. / lf.,irrelevant
41673,Zug-E-Modul | -- | ISO 527-1/-2 | MPa | 2400 / 1400,irrelevant
41674,Streckspannung | -- | ISO 527-1/-2 | MPa | 80 / 48,irrelevant
41675,Streckdehnung |--| ISO 527-1/-2 | % | 5 / 5,irrelevant
41676,Nominelle Bruchdehnung | -- | ISO 527-1/-2 | % | 100 / 37,irrelevant
41677,Biege-Modul | -- | ISO 178 | MPa | 2500 / 1400,irrelevant
41678,Biegefestigkeit | -- | ISO 178 | MPa | 100 / 47,irrelevant
41679,Charpy-Schlagzähigkeit (23°C) |--| ISO 179/1eU | kJ/m² | 140 / N,irrelevant
41680,Charpy-Schlagzähigkeit (-30°C) |--| ISO 179/1eU | kJ/m² | 200 / -,irrelevant
41681,Charpy-Kerbschlagzähigkeit (23°C) |--| ISO 179/1eA | kJ/m² | 7.5 / 8.5,irrelevant
41682,Charpy-Kerbschlagzähigkeit (-30°C) |--| ISO 179/1eA | kJ/m² | 8 / -,irrelevant
41683,-- | -- | -- | --,irrelevant
41684,Properties |--|  | ,irrelevant
41685,Polymer abbreviation | - | - | PA6/66/136,irrelevant
41686,Mechanical properties |--|  | dry / cond.,irrelevant
41687,Tensile modulus | ISO 527-1/-2 | MPa | 2400 / 1400,irrelevant
41688,"Yield stress, 50 mm/min | ISO 527-1/-2 | MPa | 80 / 48",irrelevant
41689,"Yield strain, 50 mm/min | ISO 527-1/-2 | % | 5 / 5",irrelevant
41690,"Nominal strain at break, 50 mm/min | ISO 527-1/-2 | % | 100 / 37",irrelevant
41691,Flexural modulus | ISO 178 | MPa | 2500 / 1400,irrelevant
41692,Flexural strength | ISO 178 | MPa | 100 / 47,irrelevant
41693,Charpy unnotched impact strength (23°C) | ISO 179/1eU | kJ/m² | 140 / N,irrelevant
41694,Charpy unnotched impact strength (-30°C) | ISO 179/1eU | kJ/m² | 200 / -,irrelevant
41695,Charpy notched impact strength (23°C) | ISO 179/1eA | kJ/m² | 7.5 / 8.5,irrelevant
41696,Charpy notched impact strength (-30°C) | ISO 179/1eA | kJ/m² | 8 / -,irrelevant
41697,-- | -- | -- | -- | --,irrelevant
41698,Non-Volatiles | 39 - 41 | % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
41699,pH | 7.5 - 9.5 | -- | 007A | ,pH
41700,"Viscosity Brookfield (Spindle 3, 50 rpm, 23°C) | max. 27 cPa.s | -- | 012F | 2555",Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41701,-- | -- | -- | -- | --,irrelevant
41702,Acid value (as such) | 7.8 - 9.9 | mg KOH/g | 303A | 3682,Acid value | COOH value | Acid equivalent | pKa | Acid content
41703,Non-Volatiles | 41 - 43 | % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
41704,pH | 7.5 - 8.5 |--| 007A | ,pH
41705,Viscosity (23 °C at 100 s-1) | 0.10 - 1.0 | Pa.s | 012J | 3219,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41706,-- | -- | -- | -- | --,irrelevant
41707,Acid value (as such) | 7.8 - 9.9 | mg KOH/g | 303A | 3682,Acid value | COOH value | Acid equivalent | pKa | Acid content
41708,Non-Volatiles | 41 - 43 | % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
41709,pH | 7.5 - 8.5 |--| 007A | ,pH
41710,Viscosity (23 °C at 100 s-1) | 0.10 - 1.0 | Pa.s | 012J | 3219,Viscosity | Brookfield | Rheology | Zahn cup | ISO cup | Ford cup | Falling ball viscosity
41711,-- | -- | -- | -- | --,irrelevant
41712,Acid value (as such) | 7.8 - 9.9 | mg KOH/g | 303A | 3682,Acid value | COOH value | Acid equivalent | pKa | Acid content
41713,Non-Volatiles | 41 - 43 | % | 001G | 3251,Solid content | Solids | NV | NVM | Non-volatiles
41714,pH | 7.5 - 8.5 |--| 007A | ,pH
